lr-AdamW,step,valid/recon/sess0,valid/loss,valid/recon,valid/bps,valid/co_bps,valid/fp_bps,valid/r2,valid/wt_l2,valid/wt_l2/ramp,valid/wt_kl,valid/wt_kl/ic,valid/wt_kl/co,valid/wt_kl/ramp,valid/recon_smth,hp_metric,cur_epoch,hp/lr_init,hp/dropout_rate,hp/l2_ic_enc_scale,hp/l2_ci_enc_scale,hp/l2_gen_scale,hp/l2_con_scale,hp/kl_co_scale,hp/kl_ic_scale,hp/weight_decay,hp/cd_rate,epoch,train/recon/sess0,train/loss,train/recon,train/bps,train/co_bps,train/fp_bps,train/r2,train/wt_l2,train/wt_l2/ramp,train/wt_kl,train/wt_kl/ic,train/wt_kl/co,train/wt_kl/ramp
,113,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.22080130875110626,2208.085693359375,0.22080130875110626,0.1577274650335312,0.1711176037788391,0.10198032855987549,nan,0.0,0.23456789553165436,3.0870574846630916e-05,9.14064276003046e-06,2.1729931177105755e-05,0.23456789553165436
0.004,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,119,0.21886244416236877,2188.70068359375,0.21886244416236877,0.2020910084247589,0.21195586025714874,0.13863854110240936,nan,0.0,0.2469135820865631,3.077396104345098e-05,8.076724952843506e-06,2.2697235181112774e-05,0.2469135820865631,0.21897101402282715,0.21886244416236877,19.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,19,,,,,,,,,,,,,
,119,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.22056500613689423,2205.728271484375,0.22056500613689423,0.16084910929203033,0.1731828898191452,0.10541168600320816,nan,0.0,0.24691356718540192,3.162185021210462e-05,9.289476111007389e-06,2.2332373191602528e-05,0.24691356718540192
0.004,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125,0.21846432983875275,2184.724853515625,0.21846432983875275,0.20950524508953094,0.21894414722919464,0.14873334765434265,nan,0.0,0.25925925374031067,3.145829032291658e-05,8.194000656658318e-06,2.3264290575752966e-05,0.25925925374031067,0.2186163365840912,0.21846432983875275,20.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,20,,,,,,,,,,,,,
,125,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.22016191482543945,2201.702880859375,0.22016191482543945,0.1674795299768448,0.17876268923282623,0.10729552060365677,nan,0.0,0.25925925374031067,3.233395182178356e-05,9.406662684341427e-06,2.2927290046936832e-05,0.25925925374031067
0.004,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,131,0.21829721331596375,2183.059326171875,0.21829721331596375,0.2146264910697937,0.2261689156293869,0.14142875373363495,nan,0.0,0.2716049253940582,3.204744280083105e-05,8.439279554295354e-06,2.3608161427546293e-05,0.2716049253940582,0.21839293837547302,0.21829721331596375,21.0,0.004000000189989805,0.30000001192092896,0.0,0.0,0.0,0.0,1.0000000116860974e-07,1.0000000116860974e-07,0.0,0.30000001192092896,21,,,,,,,,,,,,,
,131,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0.2201206535100937,2201.295166015625,0.2201206535100937,0.17605280876159668,0.18487860262393951,0.11801453679800034,nan,0.0,0.2716049253940582,3.264796032453887e-05,9.321557627117727e-06,2.3326401787926443e-05,0.2716049253940582
